student_id,study_hours_per_week,attendance_rate,previous_grade,sleep_hours,extracurricular_count,part_time_job,internet_access,parental_education,study_group,final_exam_score
STU1414,10.6,58.5,91.1,6.8,2,0,1,Bachelor's,1,64.6
STU1421,7.8,97.9,62.5,7.2,0,0,1,Bachelor's,1,51.1
STU1141,7.1,93.9,89.7,7.3,2,0,1,Bachelor's,0,82.0
STU1223,6.6,91.2,79.7,7.1,2,0,1,Master's,0,81.0
STU1183,17.5,92.4,60.2,,5,0,1,Bachelor's,1,66.0
STU1764,13.7,75.6,100.0,6.0,1,0,1,High School,1,80.1
STU1672,8.4,84.9,,4.8,2,0,1,Master's,1,68.8
STU1511,10.5,93.0,78.0,9.3,2,1,1,Master's,0,74.9
STU1731,12.3,88.1,53.4,5.9,0,0,0,PhD,1,62.0
STU1611,13.2,100.0,83.8,6.3,3,1,1,Master's,1,74.0
STU1747,14.6,77.0,63.7,6.7,1,0,1,,1,76.4
STU1117,12.1,90.3,65.7,8.7,1,1,1,High School,1,56.7
STU1001,6.8,74.2,85.6,8.1,1,1,1,Bachelor's,0,60.7
STU1113,4.8,78.8,70.6,7.8,5,1,1,Bachelor's,0,82.7
STU1778,12.3,62.9,72.5,7.6,1,1,1,High School,0,72.2
STU1686,16.0,93.8,80.4,5.3,4,1,0,Bachelor's,0,81.9
STU1165,7.5,71.4,70.3,5.6,1,0,1,High School,0,55.3
STU1184,14.1,88.7,80.3,7.4,0,0,1,Bachelor's,1,70.7
STU1677,14.1,70.4,94.6,4.6,0,0,1,Bachelor's,0,74.6
STU1372,16.3,83.8,73.3,6.5,2,0,1,High School,0,77.2
STU1274,19.9,75.9,59.2,6.5,2,1,1,High School,1,65.7
STU1704,17.2,82.9,76.4,,1,1,1,PhD,1,66.7
STU1000,13.5,76.5,71.3,6.2,2,1,0,High School,1,63.0
STU1566,11.2,73.7,100.0,8.6,1,1,1,PhD,0,81.0
STU1540,3.6,77.0,70.9,8.9,0,1,1,Bachelor's,0,45.6
STU1500,18.8,85.5,75.1,6.1,0,0,1,Master's,1,81.8
STU1718,10.2,81.8,98.8,5.7,0,1,0,Bachelor's,1,61.8
STU1383,5.7,91.3,69.0,8.2,3,0,1,High School,0,61.6
STU1405,10.7,78.3,85.5,6.9,0,0,1,Bachelor's,1,62.9
STU1561,13.7,94.2,60.7,6.8,3,0,1,High School,1,57.6
STU1020,11.1,80.2,78.9,,1,1,1,Bachelor's,0,78.7
STU1176,19.9,96.0,55.8,5.7,2,1,1,Master's,1,70.4
STU1335,5.9,97.9,91.3,6.3,1,0,1,High School,1,68.7
STU1379,9.7,89.2,77.9,5.5,1,0,1,High School,1,77.2
STU1545,11.2,100.0,63.7,7.1,1,0,0,Bachelor's,0,61.9
STU1171,14.2,83.9,72.9,7.6,1,1,1,Master's,0,60.9
STU1519,20.1,96.9,81.3,8.0,1,0,1,Master's,1,73.3
STU1507,14.2,97.3,59.4,6.8,1,1,1,Bachelor's,0,63.7
STU1152,3.6,89.8,64.1,6.2,1,0,1,Bachelor's,0,60.0
STU1618,8.9,94.7,64.2,7.3,2,1,1,Bachelor's,0,54.9
STU1413,15.7,77.9,71.9,6.1,0,1,1,Bachelor's,0,52.0
STU1609,14.7,90.1,66.8,7.8,2,1,1,PhD,0,67.1
STU1622,13.3,88.9,73.0,7.3,2,0,1,,0,77.8
STU1581,6.2,56.3,74.8,8.8,1,0,1,High School,0,61.5
STU1641,15.5,88.6,62.3,6.6,3,0,0,High School,1,74.4
STU1316,12.3,96.3,64.6,6.9,1,0,1,High School,1,55.8
STU1258,11.3,86.2,76.7,6.6,1,0,1,High School,1,68.3
STU1662,7.5,76.5,73.7,10.0,1,1,0,High School,0,60.2
STU1474,15.1,78.8,72.7,7.0,0,0,1,Bachelor's,0,77.9
STU1337,13.6,85.4,58.1,,3,0,1,High School,0,72.4
STU1538,0.0,100.0,75.8,6.3,2,1,1,Master's,0,58.7
STU1504,0.0,82.5,68.6,6.3,1,0,1,Bachelor's,1,62.2
STU1398,14.7,99.8,65.6,7.5,0,1,1,High School,0,73.7
STU1423,4.6,92.8,71.2,5.5,2,1,1,Bachelor's,1,54.2
STU1605,14.7,91.9,68.5,6.2,1,0,1,High School,1,80.6
STU1660,3.5,94.6,43.5,8.3,2,1,1,High School,0,38.3
STU1480,13.1,96.9,76.9,7.2,0,0,1,Bachelor's,0,67.4
STU1422,9.0,89.1,73.6,7.7,0,0,1,Bachelor's,1,70.6
STU1119,10.8,66.2,55.9,4.6,2,1,1,High School,1,60.2
STU1650,21.2,81.7,59.6,8.1,1,0,1,Master's,0,76.5
STU1681,15.1,90.6,72.2,5.4,1,0,1,Master's,1,58.5
STU1714,10.9,68.2,78.0,7.2,0,0,1,Bachelor's,0,71.0
STU1659,10.4,88.6,78.6,6.4,0,0,1,High School,1,67.6
STU1789,11.2,80.4,71.5,5.0,0,1,1,High School,0,57.6
STU1256,14.2,86.5,70.0,7.1,1,0,1,Bachelor's,1,69.4
STU1643,12.9,99.4,83.3,6.2,0,0,1,Bachelor's,1,74.3
STU1249,6.1,89.4,79.9,9.9,2,1,1,Bachelor's,0,71.6
STU1664,11.6,94.9,77.7,6.4,1,0,0,Master's,0,70.7
